Name,Description,Link
,,
Automated GitHub PR Code Review,"n8n workflow automates GitHub pull request code review using OpenAI GPT-4 for inline comments. It triggers on PR events, fetches code diffs, creates AI review prompts, posts comments, optionally adds labels, and references Google Sheets for best practices.",https://drive.google.com/file/d/1b-JtTDVhlgpeNCUsLNaakZA8yZhOwDND/view?usp=sharing
n8n Workflow Backup to GitHub,"Automates backing up all n8n workflows to a GitHub repo daily. Uses n8n API and GitHub API to export workflows as JSON files organized in YYYY/MM folders. Includes Slack notifications for start, completion, and failures, ensuring reliable versioned backup.",https://drive.google.com/file/d/1oiFrTL-S2qC7fEEDeiPoue0-0UuQucLa/view?usp=sharing
AI-powered GitHub Trending Auto Social Poster,"Automates curation of trending GitHub projects from Hacker News, fetching project details, generating tailored Twitter and LinkedIn posts using OpenAI GPT-4, and posting via X (Twitter) and LinkedIn APIs. Includes Airtable tracking and Telegram notifications.",https://drive.google.com/file/d/1HIaZopAjvnBpGQY3Tyxd4chViPgfkbf7/view?usp=sharing
n8n Workflow Backup to GitHub,"Automates backup of all n8n workflows to a GitHub repository using GitHub API, HTTP requests, and internal subworkflows. It compares existing backup files with current workflows, creates or updates JSON files named by workflow ID, supporting version control and easy restore.",https://drive.google.com/file/d/1BAe6kLXbg6qfOSh3DEB-Bj1ds4oxogom/view?usp=sharing
n8n GitHub Workflow Backup Automation,"Automates daily backup of n8n workflows to a GitHub repository. Uses n8n HTTP Request nodes with basic auth to fetch workflows, GitHub API nodes to create/edit JSON files, and cron scheduling. Ensures versioned workflow backups with commit metadata.",https://drive.google.com/file/d/1bemXDN1HFZmZ0bVv2prb5PtxD3V_jMPi/view?usp=sharing
GitHub Issue Auto-Assignment,"Automates assignment of GitHub issues using GitHub API and OAuth2. Listens to issue and comment events, assigns issues to creators or commenters who request assignment via keywords. Built with n8n workflow automation, improving GitHub repository management.",https://drive.google.com/file/d/1VLH7YXIGhswxZlGDWAcVUOjrE6jLezGW/view?usp=sharing
GitHub Issue Auto-Assignment Bot,"Automates GitHub issue assignment using n8n with GitHub OAuth2 API. Listens to issue and comment events, assigns issues based on 'assign me' comments, and adds labels/comments accordingly to streamline issue management.",https://drive.google.com/file/d/1hReVBzLgEQAFGaB6lZo172ktrV45XECi/view?usp=sharing
GitHub Issues Notion Sync,"Automates synchronization of GitHub issues with a Notion database using GitHub webhook trigger and Notion API integration in n8n. It creates, updates, archives, and manages issue states inside Notion, enabling seamless issue tracking within a Notion workspace.",https://drive.google.com/file/d/1-r0vHZT7hwnuXLopXLtWKD5v9JHEl0sS/view?usp=sharing
Zendesk to GitHub Issue Sync,"Automates syncing Zendesk tickets with GitHub issues by creating issues or comments when new tickets are received. Uses Zendesk API, GitHub API, and n8n workflows for seamless ticket and issue management.",https://drive.google.com/file/d/1fdtGxto6HJgWX4OeebZbVUUh7IvE7BXm/view?usp=sharing
GitHub Repo Release Notifier with Slack,"Automates daily checks of latest GitHub releases for specified repos (n8n-io/n8n, home-assistant/core) using GitHub API, and sends Slack notifications for new releases. Utilizes n8n workflow with HTTP Request, Schedule Trigger, Slack nodes.",https://drive.google.com/file/d/1rKL9FDLTNbzelJJbyE1SIRy8SMxhYuPJ/view?usp=sharing
n8n Workflow GitHub Backup,"Automates backup of n8n workflows to a GitHub repository using n8n API and GitHub API. Periodically fetches workflows, checks for changes, and commits new or updated JSON files to GitHub for version control and safe storage.",https://drive.google.com/file/d/1DUyR1g9-BDrjWDuHxwncIAsCzIdWQVa0/view?usp=sharing
GitHub Release Notifier via Email,"Automates daily checks for the latest GitHub repo release using GitHub API, converts the release notes from Markdown to HTML, and sends an email notification via SMTP if a new release occurred in the last day.",https://drive.google.com/file/d/1fEn7K18c8Fdhe1YI4CZfb69SSXPfsTMj/view?usp=sharing
Slack GitHub User Info Fetcher,"An n8n workflow that fetches GitHub user details including name, company, location, avatar, and emails via GitHub GraphQL API, triggered by Slack messages using Slack webhook and OAuth2 integration.",https://drive.google.com/file/d/1mFDKkfLBaDxW3jvt8dDlrrTHyzb56rHo/view?usp=sharing
n8n Workflow GitHub Backup Sync,"Automates backup and synchronization of n8n workflows to a GitHub repo using n8n HTTP Request, GitHub API, and JavaScript. It detects new, changed, or identical workflows and updates GitHub accordingly. Scheduled to run daily for workflow backup automation.",https://drive.google.com/file/d/1KhV2RWIU2I4IndenWpkkFINKz2IPBwly/view?usp=sharing
GitHub API Chatbot with RAG & Pinecone,"An n8n RAG workflow that fetches GitHub OpenAPI specs, generates embeddings using OpenAI, indexes info in Pinecone vector DB, and enables chat queries with GPT-4o-mini. Provides contextual API guidance via conversational AI.",https://drive.google.com/file/d/1IkZCoK9moOE_3hC5gHXP7IOL7Lw8NWcr/view?usp=sharing
GitHub Prompt Loader with Dynamic AI Query,"An n8n workflow that fetches prompt templates from GitHub, dynamically replaces variables using set parameters, validates variable presence, and sends the completed prompt to an AI agent (Langchain & Ollama). Ideal for automated prompt management in AI workflows.",https://drive.google.com/file/d/1lEq6EYLH6qU2h_595kCXhx_LB4NaTgQT/view?usp=sharing
GitHub Issues to Telegram Notifier,"Automates fetching open GitHub issues labeled 'Bug' from a specified repo every 10 minutes, filters by comments count, and sends new issue alerts via Telegram bot. Utilizes GitHub API, n8n automation, and Telegram API for real-time notifications.",https://drive.google.com/file/d/1qZtXn2eyKgrTv3SGq587BFpd5bYdmZTO/view?usp=sharing
GitHub to TravisCI CI Trigger,An automated CI workflow using n8n that triggers TravisCI builds on GitHub push or pull request events. Integrates GitHub webhook via OAuth2 and TravisCI API to automate build triggers based on repository activity for n8n-io/n8n.,https://drive.google.com/file/d/1usWMuPyNF_2rpkHnpD9HgIOZVnuF87a2/view?usp=sharing
Batch Upload Multiple Files to GitHub Repo,"n8n workflow automating simultaneous file uploads to GitHub repos using GitHub REST API. It bypasses the native single-file limitation by creating a new git tree, commit, and updating the branch. Uses GitHub Personal Access Token for authentication.",https://drive.google.com/file/d/1tqjDSLoZmQfI-8vfzR4xt2mWvNXl-W5_/view?usp=sharing
[OPS] Restore n8n Workflows from GitHub,"Automates restoration of n8n workflows backed up on GitHub. Uses GitHub API to list and fetch workflow JSON files, compares with existing n8n workflows via n8n API, and creates missing ones. Ideal for workflow backup and recovery.",https://drive.google.com/file/d/1mu1hD7BR7kMwRUnTVB2j9xHAZEDytnrA/view?usp=sharing
Restore n8n Workflows from GitHub Backup,Automates restoring n8n workflows by fetching JSON backup files from a specified GitHub repository path using GitHub API and n8n native nodes. It requires GitHub API credentials and n8n API to recreate workflows seamlessly.,https://drive.google.com/file/d/10LU74y-FoUeQfhmCrm3wx8sVpIY4PYTh/view?usp=sharing
GitHub Release Email Notifier,"An n8n workflow that daily fetches the latest release info from a GitHub repo, converts release notes from markdown to HTML, and emails the formatted update via Gmail. Utilizes GitHub API, markdown conversion, and Gmail OAuth2 for automated release notifications.",https://drive.google.com/file/d/1-BjLmnl8sN675tBeQ0kKRKm5E-AdbujN/view?usp=sharing
n8n GitHub Credential Backup Workflow,"Automates backing up all n8n instance credentials to a GitHub repo by exporting decrypted credentials via CLI, formatting JSON, and saving/updating files in GitHub using GitHub API nodes. Scheduled to run every 2 hours.",https://drive.google.com/file/d/1xaVJ7uW7nceQItlMe33pleG9qQ77KmDf/view?usp=sharing
GitHub Multi-Repo Webhook Monitor,"Automates monitoring of multiple GitHub repositories using GitHub Webhooks and n8n. Registers/deletes webhooks programmatically, listens to push and pull request events, and sends notifications via Telegram (Slack optional). Uses GitHub API and n8n HTTP, Webhook, and Telegram nodes.",https://drive.google.com/file/d/13VjSsEHJeaoKB7xbEPPiW3176pIwHC3k/view?usp=sharing
GitHub Issue Management via MCP Server,"An n8n workflow implementing a custom MCP server to manage GitHub issues and comments. It uses n8n MCP Trigger, GitHub API nodes, and custom tool workflows to get latest issues, fetch issue comments, and add comments. Secure, extensible, and ideal for interactive GitHub repo support.",https://drive.google.com/file/d/1uNrP83w1vZUb5ZI5AcgN8252Ik5XxiGv/view?usp=sharing
Clockify Monthly Report Backup to GitHub,"Automates backup of monthly Clockify detailed time reports by retrieving data via Clockify API, comparing with existing JSON files in GitHub repo, and creating or updating report files. Built with n8n using Clockify, GitHub API, HTTP Request, and data processing nodes.",https://drive.google.com/file/d/1g-L_WbvMmPwtjxRCWvEZyknBO5Vsz_Yw/view?usp=sharing
GitHub Prompt Loader and Dynamic AI Prompting,"n8n workflow fetches markdown prompts from a GitHub repo, dynamically replaces variables set in the workflow, verifies missing variables, and sends the prepared prompt to LangChain AI agent and Ollama chat model for processing and content generation.",https://drive.google.com/file/d/1FOgJni3vZh-Bn8tOX2csvKabzGpHQctt/view?usp=sharing
n8n Workflow Backup to GitHub,"Automates backup of all n8n instance workflows to a specified GitHub repo. Uses n8n API to fetch workflows, GitHub API to retrieve and update files, and compares JSON content to avoid duplicates or unnecessary overwrites. Runs on schedule or manual trigger.",https://drive.google.com/file/d/1nAxmiYIJfCG6x_W8GAy1Dls_4ymEYjvB/view?usp=sharing
GitHub Release Updates to Slack,"Automates monitoring of GitHub repo releases using RSS feeds, caches release IDs in Redis, processes release notes with Google Gemini AI to extract and translate key info to Chinese, and posts formatted updates to Slack channels with error notifications.",https://drive.google.com/file/d/1JPsEUlOHaSLSoO9fDp9mKL2ZPB-QT8Hd/view?usp=sharing
GitLab Issue for New GitHub Release,"Automates weekly checks of the latest GitHub release of a repo and creates a new GitLab issue if no corresponding issue exists. Uses n8n with GitHub API (releases), GitLab API (issues), and cron scheduler to sync release tracking.",https://drive.google.com/file/d/1AKZqViLFR9fIrITANPLX71TlCRuwmnhH/view?usp=sharing
GitHub Fork Leads to Pipedrive Automation,"Automates lead creation in Pipedrive CRM from GitHub fork events using GitHub API and Pipedrive API. Detects fork, retrieves user info, checks/creates person in Pipedrive, creates lead and note linking GitHub URL. Tech stack: n8n, GitHub Trigger, HTTP Request, Pipedrive nodes.",https://drive.google.com/file/d/1PKwMhFt1mSvdfv5t9ELOL01ycsnzjH2R/view?usp=sharing
GitHub PR to Pipedrive Note Automation,"Automates adding notes to Pipedrive persons when a GitHub pull request is created. Uses GitHub webhook trigger, HTTP request to GitHub API, and Pipedrive API. Checks PR sender email in Pipedrive, adds PR URL as a note if person exists.",https://drive.google.com/file/d/1LPlCI1cIavFjQnHPfa8NoyPJjOPX7nT1/view?usp=sharing
GitHub Notifications to Discord Alert,"This n8n workflow fetches GitHub notifications every minute using GitHub API with Basic Auth, processes them to create a summary report, then sends the report as a tagged message to a Discord channel. Utilizes Cron, HTTP Request, Function, IF, and Discord nodes.",https://drive.google.com/file/d/1bLtdufclHLDjqEclh7FuS0M_o2rT0YE3/view?usp=sharing
GitHub Stars Slack Notifier,"Automates Slack notifications for GitHub star events on n8n's repository, using GitHub Trigger and Slack API nodes. It alerts the #general Slack channel when someone stars or unstars the repo, showing user info and star count.",https://drive.google.com/file/d/1acT02P77WAcdFgCDdcHhisjWKwBRFwnn/view?usp=sharing
GitHub Repository Event Trigger,An n8n workflow that listens to all event types on the n8n-io/n8n-docs GitHub repository using GitHub API via webhook trigger. Ideal for automating actions based on repo activity.,https://drive.google.com/file/d/1ZidLgtEy8w4_SSoVGfjZM5TbcXyIoBhx/view?usp=sharing
GitHub Release Notifier to Slack,Automates notifications of new GitHub releases from Mesdocteurs/mda-admin-partner-api repository by triggering on release events and sending detailed messages to Slack channel 'extranet-md' using GitHub API and Slack API integration in n8n.,https://drive.google.com/file/d/17eFNoMGWY68LDXC2vlAUjNC-ZznoIa9A/view?usp=sharing
GitHub Daily Top 13 Trending Repo Scraper,"An n8n workflow that scrapes GitHub's trending page to extract details of the top 13 repositories daily using HTTP Request and HTML Extract nodes. It parses repository info like author, title, URL, description, and language, enabling automation of GitHub trend data collection.",https://drive.google.com/file/d/15w6gwKg6kusJhGrxaiZlDfzIYY1KU39-/view?usp=sharing
Squarespace Code Injection Backup to GitHub,"Automates backing up Squarespace header and footer code injections to a GitHub repository using n8n workflow. Utilizes Squarespace HTTP API, GitHub API, and cheerio for HTML cleaning. Enables scheduled and manual backup to organized repo folders.",https://drive.google.com/file/d/1Wge_Pdhqz2XovQabDqR75mSvxNXQR70Z/view?usp=sharing
Email to HTML Webpage via GitHub & Telegram,"Automates converting incoming IMAP emails into private GitHub Gist HTML pages and sends a Telegram notification with a link. Uses IMAP for email, GitHub API for gist creation/deletion, and Telegram Bot API for notifications and message lifecycle management.",https://drive.google.com/file/d/1Y3Z4dq8pJ1fWHIhNzpLAp3ZXPhn5zXXB/view?usp=sharing
Telegram GitHub Release Info Bot,"Automates GitHub release retrieval via Telegram commands. Uses Telegram API to trigger workflow on messages containing '/deploy', extracts version, then fetches GitHub release data using GitHub OAuth2 API. Ideal for quick release info checks.",https://drive.google.com/file/d/1jgO9La9vhEYHXLiX_wNqLje_qOSPlKi5/view?usp=sharing
GitHub Update Trigger to Home Assistant Light,n8n workflow triggering on any GitHub repository update using GitHub API. Automatically turns a specified Home Assistant light red via Home Assistant API. Ideal for developers wanting visual notifications of repo changes.,https://drive.google.com/file/d/1o6FE8xqeJeY97ORtlxKP53XS3Fo1--5A/view?usp=sharing
GitHub Repository Profile Fetcher,"An n8n workflow that retrieves detailed profile information of a specific GitHub repository using the GitHub API. Triggered manually, it fetches data for the 'n8n-io/n8n' repository via authenticated API credentials, enabling integration in automation pipelines.",https://drive.google.com/file/d/1fguLikwMhXJB5nIdZuwsO3YHbDJp2TvR/view?usp=sharing
Restore n8n Credentials from GitHub Backup,"An n8n workflow that automates restoration of instance credentials from GitHub repo backups using GitHub API and n8n API. It fetches credential JSON files from a specified GitHub repository path, converts them, and restores them into n8n for seamless credential recovery.",https://drive.google.com/file/d/12ob0ILfLhLGQz8hFSdi_sd_T5mMRxk71/view?usp=sharing
n8n GitHub Release Notifier,"Automates monitoring of n8n GitHub releases via RSS, filters new releases published within last 4 hours mentioning 'n8n@' and '.0', then sends notifications via Telegram and AWS SES email. Uses n8n nodes: Cron, RSS Feed Read, Function, IF, Telegram API, AWS SES.",https://drive.google.com/file/d/1Dra1t_Hfb306NapvBO2r3rDFPnsBRtkI/view?usp=sharing
Automated GitHub Contributor Reward,"Triggered when a PR is merged. It checks the contributor's email, sends a ""Thank You"" email with a gift card link, and logs the reward in Airtable.",https://drive.google.com/file/d/1qkLZEnJ-jQjfxVOHu1-rFiVklUwgdyaZ/view?usp=sharing